beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,height_cm,shoulder_width_cm,chest_circumference_cm,waist_circumference_cm,hip_circumference_cm,arm_length_cm,leg_length_cm
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,-5.0,5.0,212.15882301330566,59.11157727241516,126.20166540145874,114.35482501983643,125.956130027771,70.36921977996826,125.27390122413635
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,0.0,-5.0,209.66005325317383,57.17498064041138,136.01802587509155,125.00064373016357,136.64921522140503,71.35733664035797,123.69049191474915
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,210.65478324890137,59.031760692596436,134.9940538406372,123.36081266403198,135.1331114768982,71.57116234302521,124.08531904220581
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,211.6687297821045,58.252501487731934,133.46565961837769,121.36867046356201,133.43565464019775,71.78953886032104,124.4839608669281
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,5.0,-5.0,209.15074348449707,57.42204785346985,143.3162808418274,132.427179813385,143.48688125610352,72.78715372085571,122.91891574859619
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,210.1646900177002,56.61288499832153,141.83210134506226,130.868399143219,142.08358526229858,72.99845814704895,123.3108639717102
-5.0,5.0,-5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,211.17866039276123,58.51224660873413,140.38491249084473,129.25047874450684,140.5359387397766,73.21422696113586,123.70660305023193
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,-5.0,-5.0,208.00178050994873,60.682278871536255,103.50977182388306,122.90420532226562,103.9975643157959,70.30842900276184,120.7218587398529
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,-5.0,0.0,208.943510055542,59.88968014717102,102.36194133758545,121.30149602890015,102.54651308059692,70.51293849945068,121.12084627151489
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,-5.0,5.0,209.9073886871338,59.53080654144287,101.6563892364502,119.61582899093628,101.17449760437012,70.72202265262604,121.523916721344
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,0.0,-5.0,207.43322372436523,59.24415588378906,110.96028089523315,130.70260286331177,110.40687561035156,71.74327969551086,119.94714736938477
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,0.0,0.0,208.3944797515869,57.9023540019989,109.0713620185852,128.95089387893677,109.08517837524414,71.94532454013824,120.34341096878052
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,0.0,5.0,209.38100814819336,57.68078565597534,107.7227234840393,127.27396488189697,107.73026943206787,72.15188145637512,120.74374556541443
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,5.0,-5.0,206.88157081604004,56.66153430938721,119.43718194961548,138.5177731513977,116.9310212135315,73.18209409713745,119.18591856956482
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,5.0,0.0,207.87696838378906,55.9483528137207,116.95021390914917,136.88851594924927,115.00418186187744,73.38173687458038,119.57931518554688
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,-5.0,5.0,5.0,208.8909149169922,57.134824991226196,115.07596969604492,133.87378454208374,114.17053937911987,73.58584105968475,119.97676491737366
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,-5.0,-5.0,208.3249568939209,59.633952379226685,111.24067306518555,116.36761426925659,112.4893307685852,70.44424414634705,120.8299458026886
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,-5.0,0.0,209.26668643951416,59.28022861480713,110.26643514633179,114.62475061416626,111.01633310317993,70.65209746360779,121.23115062713623
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,-5.0,5.0,210.22605895996094,58.08473229408264,109.18632745742798,113.04107904434204,109.37386751174927,70.86453437805176,121.63633108139038
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,0.0,-5.0,207.7563762664795,58.70891809463501,119.2509412765503,124.01390075683594,119.13185119628906,71.87738716602325,120.04579305648804
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,208.72204303741455,57.92722702026367,117.80866384506226,122.26312160491943,117.63699054718018,72.08275198936462,120.44422030448914
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,209.73598957061768,59.698426723480225,115.62172174453735,120.62289714813232,116.13476276397705,72.29262888431549,120.8466112613678
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,5.0,-5.0,207.21797943115234,56.19480013847351,125.87798833847046,131.75194263458252,125.76771974563599,73.31452965736389,119.27486658096313
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,208.23194980621338,57.90996551513672,124.46283102035522,130.053448677063,124.4016170501709,73.51747155189514,119.67037916183472
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,209.2459201812744,56.661128997802734,123.1009840965271,128.44104766845703,122.54825830459595,73.72486889362335,120.06984353065491
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,-5.0,-5.0,208.64810943603516,59.006309509277344,120.5409288406372,109.92430448532104,119.14082765579224,70.58380246162415,120.9784746170044
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,-5.0,0.0,209.58983898162842,58.200234174728394,119.49348449707031,108.37299823760986,117.61959791183472,70.79500257968903,121.38203978538513
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,-5.0,5.0,210.58106422424316,60.06965637207031,118.04499626159668,106.93141222000122,115.96488952636719,71.0107833147049,121.78947329521179
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,0.0,-5.0,208.08823108673096,57.737189531326294,127.07009315490723,117.41753816604614,125.64091682434082,72.0151960849762,120.18542885780334
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,209.0792417526245,56.88827037811279,125.59705972671509,115.84080457687378,124.17296171188354,72.22386300563812,120.5861747264862
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,210.090970993042,58.61615538597107,124.60522651672363,114.3052339553833,122.5263237953186,72.43707180023193,120.99077701568604
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,5.0,-5.0,207.57782459259033,55.259811878204346,134.36403274536133,125.0534176826477,134.06007289886475,73.4506368637085,119.40538287162781
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,208.5869312286377,56.985682249069214,132.7946424484253,123.46010208129883,131.4608335494995,73.65686297416687,119.80318427085876
-5.0,5.0,-5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,209.60090160369873,56.18743300437927,130.6739330291748,121.91704511642456,128.65365743637085,73.86754751205444,120.20483016967773
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,-5.0,-5.0,207.73005485534668,65.4145359992981,127.95350551605225,121.37882709503174,127.76147127151489,66.15484356880188,119.65175867080688
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,-5.0,0.0,208.67180824279785,64.65701460838318,126.55797004699707,119.81358528137207,126.26316547393799,66.37648940086365,120.03620266914368
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,-5.0,5.0,209.6388339996338,63.89949321746826,123.94098043441772,118.2873010635376,123.94976615905762,66.60283505916595,120.42456865310669
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,0.0,-5.0,207.16149806976318,65.00104665756226,132.68673419952393,128.6379337310791,134.13246870040894,67.57679879665375,118.91003251075745
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,0.0,0.0,208.1063747406006,64.19497728347778,132.11147785186768,127.49528884887695,132.55174160003662,67.79561638832092,119.2915678024292
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,0.0,5.0,209.13140773773193,66.23876094818115,131.2130093574524,125.72355270385742,131.44009113311768,68.01905632019043,119.67703104019165
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,5.0,-5.0,206.5958023071289,62.64621019363403,139.83628749847412,136.5032196044922,141.11725091934204,69.00331974029541,118.18230152130127
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,5.0,0.0,207.60974884033203,61.84014081954956,139.21897411346436,135.31941175460815,139.72712755203247,69.21938061714172,118.56081485748291
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,-5.0,5.0,5.0,208.63935947418213,63.81988525390625,137.83072233200073,133.38184356689453,138.35992813110352,69.44002211093903,118.9432442188263
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,-5.0,-5.0,208.05323123931885,62.67598867416382,136.01878881454468,114.55849409103394,135.5849266052246,66.30089282989502,119.77832317352295
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,-5.0,0.0,208.9949607849121,61.991602182388306,135.0652813911438,113.23965787887573,134.3063473701477,66.52596890926361,120.16501426696777
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,-5.0,5.0,209.9639892578125,64.28611278533936,134.2233180999756,111.95504665374756,133.15504789352417,66.75573587417603,120.55554389953613
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,0.0,-5.0,207.48467445373535,62.487053871154785,142.90764331817627,122.14051485061646,141.26852750778198,67.72096753120422,119.02749538421631
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,0.0,0.0,208.46257209777832,64.6474838256836,140.76180458068848,120.8030104637146,139.80944156646729,67.94317662715912,119.41125392913818
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,0.0,5.0,209.46879386901855,63.88688087463379,139.4054412841797,119.47458982467651,138.64306211471558,68.17002296447754,119.79880928993225
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,5.0,-5.0,206.96113109588623,62.01857328414917,149.89012479782104,129.98160123825073,149.3585467338562,69.14564967155457,118.29045414924622
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,5.0,0.0,207.96475410461426,64.06641006469727,148.4055519104004,128.5243272781372,146.86353206634521,69.36508119106293,118.67113709449768
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,0.0,5.0,5.0,208.97870063781738,66.09519124031067,146.9576597213745,127.15024948120117,145.3935742378235,69.58909928798676,119.05561685562134
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,-5.0,-5.0,208.3763837814331,59.7320020198822,145.19765377044678,109.73367691040039,145.2430248260498,66.45081341266632,119.94468569755554
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,-5.0,0.0,209.3388557434082,62.168002128601074,144.18978691101074,108.10375213623047,143.85802745819092,66.67930781841278,120.33376693725586
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,-5.0,5.0,210.32986640930176,61.55393123626709,142.95778274536133,106.21280670166016,142.5123929977417,66.91248416900635,120.72656154632568
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,0.0,-5.0,207.8374147415161,60.15908718109131,151.85894966125488,116.78438186645508,151.25595331192017,67.86895990371704,119.18524503707886
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,0.0,0.0,208.82842540740967,62.134867906570435,150.72182416915894,114.87506628036499,149.82399940490723,68.09455156326294,119.57135200500488
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,0.0,5.0,209.82377529144287,61.44739389419556,148.982834815979,113.30336332321167,148.4273076057434,68.32479238510132,119.96116042137146
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,5.0,-5.0,207.32698440551758,62.48158812522888,158.71728658676147,124.13744926452637,158.46662521362305,69.29177343845367,118.43941807746887
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,5.0,0.0,208.31973552703857,64.61011171340942,156.50851726531982,122.52751588821411,157.02067613601685,69.51456069946289,118.8224196434021
-5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,5.0,5.0,5.0,209.3337059020996,63.87942433357239,155.43471574783325,120.92132568359375,155.03562688827515,69.74194049835205,119.20909881591797
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,-5.0,-5.0,206.16145133972168,65.20923972129822,119.12988424301147,112.42749691009521,117.8382158279419,66.79769158363342,116.12045764923096
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,-5.0,0.0,207.10320472717285,64.11592960357666,117.7680492401123,110.92109680175781,116.31079912185669,67.01387465000153,116.51058197021484
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,-5.0,5.0,208.0449342727661,63.35841417312622,116.83533191680908,110.27017831802368,114.74963426589966,67.23474264144897,116.9046700000763
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,0.0,-5.0,205.59289455413818,64.4775390625,125.8028507232666,120.2671766281128,124.2549180984497,68.22592616081238,115.37090539932251
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,0.0,0.0,206.53464794158936,63.67146968841553,123.52639436721802,118.71687173843384,121.81601524353027,68.43937039375305,115.75807332992554
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,0.0,5.0,207.53605365753174,62.86539435386658,122.74514436721802,117.81282424926758,120.39787769317627,68.65743100643158,116.14916920661926
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,5.0,-5.0,205.0243377685547,62.12270259857178,131.84702396392822,126.34071111679077,132.24811553955078,69.65850293636322,114.63560461997986
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,5.0,0.0,206.03199005126953,61.316633224487305,130.3723931312561,124.66048002243042,130.6828498840332,69.86929178237915,115.01964926719666
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,-5.0,5.0,5.0,207.04596042633057,63.213419914245605,128.87015342712402,124.46272373199463,128.91494035720825,70.08463740348816,115.40765762329102
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,-5.0,-5.0,206.48462772369385,62.080299854278564,127.71831750869751,106.92198276519775,127.30932235717773,66.94036424160004,116.25014543533325
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,-5.0,0.0,207.4263572692871,61.39591336250305,126.6204833984375,105.06714582443237,125.93402862548828,67.15996265411377,116.64249300956726
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,-5.0,5.0,208.39219093322754,60.71152687072754,125.37901401519775,103.64091396331787,124.60323572158813,67.38426089286804,117.03869700431824
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,0.0,-5.0,205.91607093811035,62.268710136413574,134.73130464553833,114.33854103088379,133.1233263015747,68.36676001548767,115.49119353294373
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,0.0,0.0,206.89074993133545,61.188459396362305,133.28404426574707,112.69711256027222,131.74338340759277,68.58359277248383,115.88053703308105
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,0.0,5.0,207.89103507995605,63.26284408569336,131.5283179283142,111.26405000686646,130.35106658935547,68.80505084991455,116.27371311187744
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,5.0,-5.0,205.38930892944336,61.801278591156006,140.7508134841919,122.14864492416382,139.80518579483032,69.79755163192749,114.74629044532776
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,5.0,0.0,206.38699531555176,60.688984394073486,138.7145757675171,120.47973871231079,138.7598991394043,70.01169323921204,115.13246893882751
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,0.0,5.0,5.0,207.40094184875488,62.65078783035278,137.59385347366333,118.86166334152222,136.8627429008484,70.23042440414429,115.52247405052185
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,-5.0,-5.0,206.8077802658081,61.40896677970886,136.83578968048096,102.34993696212769,136.34577989578247,67.0868992805481,116.42096638679504
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,-5.0,0.0,207.76703357696533,60.72458028793335,135.54095029830933,100.41877031326294,134.57413911819458,67.30991303920746,116.81570410728455
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,-5.0,5.0,208.7580442428589,60.78518629074097,133.81911516189575,98.42450618743896,133.2924246788025,67.53761172294617,117.21416115760803
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,0.0,-5.0,206.26559257507324,59.24060940742493,143.61037015914917,109.07182693481445,142.81185865402222,68.51140856742859,115.65321087837219
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,0.0,0.0,207.2566032409668,58.556222915649414,142.0695185661316,107.0844054222107,141.16700887680054,68.73161792755127,116.04487895965576
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,0.0,5.0,208.24761390686035,60.768747329711914,140.503990650177,105.50251007080078,139.77179527282715,68.95647048950195,116.44027829170227
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,5.0,-5.0,205.75518608093262,59.01849865913391,149.95898008346558,116.32043123245239,149.16199445724487,69.94036436080933,114.89923596382141
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,5.0,0.0,206.74619674682617,61.09694242477417,148.16988706588745,114.69696760177612,147.07478284835815,70.15787363052368,115.2877151966095
-5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,5.0,5.0,5.0,207.7559471130371,60.336339473724365,146.55903577804565,113.08563947677612,146.4452028274536,70.37994861602783,115.67990779876709
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,-5.0,-5.0,204.5928716659546,62.46039867401123,110.4609489440918,105.03512620925903,109.52123403549194,67.4507588148117,112.60046362876892
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,-5.0,0.0,205.53460121154785,63.92751932144165,109.29021835327148,103.37765216827393,108.16102027893066,67.6615297794342,112.99658417701721
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,-5.0,5.0,206.4763307571411,62.81733512878418,108.05625915527344,101.7627477645874,106.8098783493042,67.87696778774261,113.39671611785889
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,0.0,-5.0,204.0243148803711,64.2767071723938,117.26175546646118,110.90552806854248,115.50859212875366,68.88502836227417,111.84266805648804
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,0.0,0.0,204.96604442596436,63.14796209335327,115.86624383926392,109.3191146850586,114.12549018859863,69.09316182136536,112.23574876785278
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,0.0,5.0,205.95829486846924,62.34188675880432,114.43005800247192,108.47764015197754,112.82023191452026,69.30589079856873,112.632817029953
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,5.0,-5.0,203.4557342529297,61.90534830093384,122.88733720779419,118.3576226234436,121.73044681549072,70.323446393013,111.09936237335205
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,5.0,0.0,204.45423126220703,60.79312562942505,121.34619951248169,116.96288585662842,120.66621780395508,70.52901089191437,111.48925423622131
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,-5.0,5.0,5.0,205.46822547912598,59.9870502948761,119.86627578735352,115.29901027679443,118.86671781539917,70.73913216590881,111.88313364982605
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,-5.0,-5.0,204.91602420806885,64.00309801101685,119.28578615188599,99.76113438606262,118.44125986099243,67.59006381034851,112.73334622383118
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,-5.0,0.0,205.85777759552002,62.90292143821716,118.02383661270142,97.71643877029419,116.73469543457031,67.8042471408844,113.13165426254272
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,-5.0,5.0,206.82036876678467,62.1454119682312,116.5511965751648,96.13415598869324,115.48541784286499,68.02310049533844,113.53387832641602
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,0.0,-5.0,204.34746742248535,61.73103451728821,125.99151134490967,106.58804178237915,124.90113973617554,69.02254223823547,111.96585893630981
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,0.0,0.0,205.31892776489258,60.647380352020264,124.47105646133423,105.27750253677368,123.48222732543945,69.23405528068542,112.36108541488647
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,0.0,5.0,206.31327629089355,59.88985300064087,122.97428846359253,103.64736318588257,122.23589420318604,69.45017874240875,112.76018619537354
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,5.0,-5.0,203.8175106048584,61.28116846084595,132.4946165084839,112.55052089691162,130.78545331954956,70.45921683311462,111.21262907981873
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,5.0,0.0,204.80923652648926,60.48857569694519,130.70034980773926,110.76819896697998,129.5551300048828,70.66814303398132,111.60460710525513
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,0.0,5.0,5.0,205.82318305969238,59.695976972579956,129.16215658187866,109.56610441207886,128.07635068893433,70.88161706924438,112.00047731399536
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,-5.0,-5.0,205.23920059204102,61.15940809249878,127.27581262588501,94.91845369338989,127.22940444946289,67.73321628570557,112.90884017944336
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,-5.0,0.0,206.19523525238037,60.488492250442505,124.8023509979248,93.41977834701538,125.4317045211792,67.95081198215485,113.30951452255249
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,207.18622207641602,59.44451093673706,123.19396734237671,91.69219732284546,124.16937351226807,68.1730717420578,113.71397376060486
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,204.69379425048828,61.06257438659668,134.5069408416748,101.79663896560669,133.9415192604065,69.16385889053345,112.13228702545166
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,0.0,0.0,205.68480491638184,60.31852960586548,132.03834295272827,100.08594989776611,132.5620174407959,69.37874555587769,112.52983212471008
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,0.0,5.0,206.6758155822754,59.21792984008789,129.6316146850586,98.14437627792358,130.87400197982788,69.59825456142426,112.93116807937622
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,5.0,-5.0,204.18336391448975,60.656994581222534,141.2697672843933,108.50881338119507,140.51520824432373,70.59874832630157,111.36974096298218
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,5.0,0.0,205.1743745803833,59.86440181732178,139.59720134735107,107.12025165557861,138.75552415847778,70.81102430820465,111.76400184631348
-5.0,5.0,-5.0,5.0,5.0,-5.0,5.0,5.0,5.0,5.0,206.1781883239746,61.481690406799316,137.02714443206787,105.46404123306274,137.07739114761353,71.0278570652008,112.16204762458801
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,-5.0,-5.0,209.2520236968994,64.70986604690552,123.93133640289307,125.47061443328857,122.6122260093689,67.5026684999466,122.86131978034973
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,-5.0,0.0,210.19375324249268,63.90378475189209,122.62333631515503,123.78536462783813,121.37787342071533,67.72071123123169,123.24767708778381
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,-5.0,5.0,211.16154193878174,65.95337390899658,121.33371829986572,122.07015752792358,120.08817195892334,67.94340014457703,123.63801002502441
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,0.0,-5.0,208.683443069458,62.355029582977295,130.1708459854126,133.27425718307495,128.36925983428955,68.92649233341217,122.10851907730103
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,0.0,0.0,209.6323013305664,61.548954248428345,127.9983639717102,131.31366968154907,126.34973526000977,69.1417932510376,122.49212861061096
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,0.0,5.0,210.64515113830566,63.53449821472168,127.86211967468262,129.7202706336975,125.19350051879883,69.36169564723969,122.87969589233398
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,5.0,-5.0,208.11939239501953,61.02156639099121,135.7251763343811,141.09842777252197,135.5646014213562,70.35472989082336,121.36930227279663
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,5.0,0.0,209.12671089172363,62.90332078933716,134.98566150665283,139.39324617385864,133.92542600631714,70.56739032268524,121.75005674362183
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,-5.0,5.0,5.0,210.15312671661377,61.11563444137573,132.56893157958984,137.68829107284546,131.47329092025757,70.78457474708557,122.1347451210022
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,-5.0,-5.0,209.57517623901367,62.27073669433594,132.49436616897583,119.3574070930481,131.7910671234131,67.64710545539856,122.97921776771545
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,-5.0,0.0,210.51690578460693,61.51321530342102,131.09159469604492,117.76512861251831,130.36900758743286,67.86853671073914,123.36784601211548
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,-5.0,5.0,211.47699356079102,63.67635726928711,130.0500988960266,116.12634658813477,129.03906106948853,68.09460520744324,123.7603485584259
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,0.0,-5.0,209.00661945343018,60.37110090255737,138.8161063194275,127.17024087905884,138.22741508483887,69.06907856464386,122.21742868423462
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,0.0,0.0,209.97555255889893,63.781023025512695,137.8854274749756,125.51237344741821,136.8295192718506,69.28775310516357,122.60327339172363
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,0.0,5.0,210.98575592041016,62.97186613082886,136.72724962234497,123.88123273849487,135.2086305618286,69.51100528240204,122.99294471740723
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,5.0,-5.0,208.47411155700684,62.171316146850586,145.1746940612793,135.1060390472412,144.1540002822876,70.49552798271179,121.46901488304138
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,5.0,0.0,209.48171615600586,61.36215329170227,143.8247561454773,133.30001831054688,142.72637367248535,70.71151733398438,121.85193300247192
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,0.0,5.0,5.0,210.49566268920898,63.36864233016968,142.44375228881836,131.6255807876587,141.36947393417358,70.93203663825989,122.23868370056152
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,-5.0,-5.0,209.89832878112793,59.658074378967285,140.58985710144043,113.50588798522949,140.70910215377808,67.79536604881287,123.13613891601562
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,-5.0,0.0,210.8518362045288,61.96244955062866,139.1524314880371,111.83273792266846,138.63768577575684,68.02016496658325,123.52716326713562
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,-5.0,5.0,211.84287071228027,64.238440990448,137.88886070251465,110.26632785797119,137.68348693847656,68.24962794780731,123.92191886901855
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,0.0,-5.0,209.35039520263672,62.271058559417725,148.05947542190552,121.02711200714111,147.24429845809937,69.21544373035431,122.36580848693848
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,0.0,0.0,210.34140586853027,61.51045560836792,146.89949750900269,119.41609382629395,145.8242893218994,69.4374680519104,122.75400757789612
-5.0,5.0,-5.0,5.0,5.0,0.0,-5.0,5.0,0.0,5.0,211.34073734283447,61.972689628601074,145.00741958618164,117.95289516448975,144.44293975830078,69.66407299041748,123.14593195915222
